# This is a NO-USE pre-TEA atmosphere file.
# TEA accepts a file in this format to produce 
# abundances as a function of pressure and temperature.

1, 2, 3, 4, 5, 6, 7, 8, 9, 0

# FILLER STUFF HERE

#FINDSPEC
H_g C_g N_g O_g H2_ref CO_g CH4_g H2O_g N2_ref NH3_g

#FINDTEA
    Radius   Pressure    Temp          H          C          N          O 
 22000.000 1.0000e+00 2355.56 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 21000.000 1.0000e+00 2384.85 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 20000.000 1.0000e+00 2414.14 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 19000.000 1.0000e+00 2443.43 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 18000.000 1.0000e+00 2472.73 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 17000.000 1.0000e+00 2502.02 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 16000.000 1.0000e+00 2531.31 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 15000.000 1.0000e+00 2560.61 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 14000.000 1.0000e+00 2589.90 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 13000.000 1.0000e+00 2619.19 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 12000.000 1.0000e+00 2648.48 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 11000.000 1.0000e+00 2677.78 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
 10000.000 1.0000e+00 2707.07 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
  9000.000 1.0000e+00 2736.36 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
  8000.000 1.0000e+00 2765.66 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
  7000.000 1.0000e+00 2794.95 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
  6000.000 1.0000e+00 2824.24 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
  5000.000 1.0000e+00 2853.54 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
  4000.000 1.0000e+00 2882.83 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
  3000.000 1.0000e+00 2912.12 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
  2000.000 1.0000e+00 2941.41 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
  1000.000 1.0000e+00 2970.71 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
     0.000 1.0000e+00 3000.00 9.9917414201e-01 2.6893119784e-04 6.7552462686e-05 4.8937433162e-04 
